[2025-07-25 23:08:58] FDS: Action = Hold, State = (2, 2, 2, 2, 2, 2, 0), Price = 462.80, Reward = 0.0000, Equity = 100000000.00
[2025-07-26 14:46:05] ARTL: Action = Hold, State = (2, 2, 2, 2, 2, 2, 1), Price = 1.07, Reward = 0.0053, Equity = 99998355.99
[2025-07-26 14:46:14] VRNA: Action = Hold, State = (2, 2, 2, 2, 2, 2, 1), Price = 83.29, Reward = 0.0123, Equity = 99998355.99
[2025-07-26 14:46:23] ANL: Action = Buy, State = (2, 2, 2, 2, 2, 1, 0), Price = 1.80, Reward = 0.0000, Equity = 99998354.19
[2025-07-26 14:46:31] RADX: Action = Buy, State = (2, 2, 2, 2, 2, 0, 0), Price = 5.35, Reward = 0.0000, Equity = 99998348.84
[2025-07-26 14:46:47] CRWD: Action = Buy, State = (4, 3, 4, 2, 2, 2, 0), Price = 473.72, Reward = 0.0000, Equity = 99997875.12
[2025-07-26 14:47:08] EDUC: Action = Buy, State = (2, 2, 2, 2, 2, 2, 0), Price = 1.41, Reward = 0.0000, Equity = 99997873.71
[2025-07-26 14:47:16] AMST: Action = Hold, State = (1, 2, 3, 0, 1, 2, 0), Price = 2.76, Reward = 0.0000, Equity = 99997873.71
[2025-07-26 14:47:24] HCA: Action = Hold, State = (2, 2, 2, 2, 2, 2, 0), Price = 379.68, Reward = 0.0000, Equity = 99997873.71
[2025-07-26 14:47:32] NMAX: Action = Buy, State = (0, 2, 4, 4, 2, 2, 0), Price = 19.12, Reward = 0.0000, Equity = 99997854.59
[2025-07-26 14:47:40] BGI: Action = Buy, State = (2, 2, 2, 2, 2, 2, 0), Price = 0.93, Reward = 0.0000, Equity = 99997853.67
[2025-07-26 14:49:30] CRWD: Action = Sell, State = (4, 3, 4, 3, 2, 2, 1), Price = 475.20, Reward = 0.0200, Equity = 99998328.87
[2025-07-26 14:49:38] EOG: Action = Hold, State = (2, 2, 2, 2, 2, 2, 1), Price = 111.31, Reward = 0.0003, Equity = 99998328.87
[2025-07-26 14:49:46] ANL: Action = Sell, State = (2, 2, 2, 2, 2, 2, 1), Price = 1.81, Reward = 0.0200, Equity = 99998330.68
[2025-07-26 14:49:54] EDUC: Action = Hold, State = (2, 2, 2, 2, 2, 2, 1), Price = 1.40, Reward = 0.0200, Equity = 99998330.68
[2025-07-26 14:50:02] BGI: Action = Sell, State = (2, 2, 2, 2, 2, 2, 1), Price = 0.91, Reward = 0.0200, Equity = 99998331.59
[2025-07-26 14:50:10] HEI: Action = Hold, State = (4, 2, 0, 2, 1, 2, 1), Price = 299.19, Reward = -0.0009, Equity = 99998331.59
[2025-07-26 14:50:25] CENX: Action = Sell, State = (4, 3, 4, 0, 3, 2, 1), Price = 18.22, Reward = -0.0113, Equity = 99998349.81
[2025-07-26 14:50:33] ARTL: Action = Hold, State = (2, 2, 2, 2, 2, 2, 1), Price = 1.06, Reward = 0.0027, Equity = 99998349.81
[2025-07-26 14:50:41] PFG: Action = Hold, State = (2, 2, 2, 2, 2, 2, 1), Price = 76.72, Reward = 0.0000, Equity = 99998349.81
[2025-07-26 14:50:49] RVPH: Action = Sell, State = (2, 2, 1, 0, 2, 2, 1), Price = 0.90, Reward = 0.0072, Equity = 99998350.71
[2025-07-26 14:50:57] REGN: Action = Hold, State = (0, 2, 4, 0, 1, 2, 1), Price = 496.36, Reward = 0.0039, Equity = 99998350.71
[2025-07-26 14:51:05] RADX: Action = Sell, State = (2, 2, 2, 2, 2, 2, 1), Price = 5.29, Reward = 0.0200, Equity = 99998356.00
[2025-07-26 14:51:13] ISRG: Action = Hold, State = (2, 2, 2, 2, 2, 2, 1), Price = 551.00, Reward = 0.0003, Equity = 99998356.00
[2025-07-26 14:51:21] NMAX: Action = Hold, State = (0, 2, 4, 0, 2, 2, 1), Price = 18.73, Reward = 0.0200, Equity = 99998356.00
[2025-07-26 14:51:29] CP: Action = Sell, State = (2, 2, 2, 2, 2, 2, 1), Price = 80.93, Reward = -0.0026, Equity = 99998436.93
[2025-07-26 14:51:37] VRNA: Action = Hold, State = (2, 2, 2, 2, 2, 2, 1), Price = 83.62, Reward = 0.0136, Equity = 99998436.93
[2025-07-26 14:51:45] ATLN: Action = Buy, State = (2, 2, 2, 2, 2, 2, 0), Price = 2.70, Reward = 0.0000, Equity = 99998434.23
[2025-07-26 14:51:54] GTN: Action = Hold, State = (2, 2, 2, 2, 2, 2, 0), Price = 3.89, Reward = 0.0000, Equity = 99998434.23
[2025-07-26 14:52:02] AGAE: Action = Buy, State = (2, 1, 0, 0, 1, 2, 0), Price = 2.51, Reward = 0.0000, Equity = 99998431.72
[2025-07-26 14:52:10] CHGG: Action = Buy, State = (3, 4, 4, 4, 4, 2, 0), Price = 1.20, Reward = 0.0000, Equity = 99998430.53
[2025-07-26 14:52:18] KIDZ: Action = Buy, State = (2, 4, 4, 4, 4, 2, 0), Price = 3.64, Reward = 0.0000, Equity = 99998426.89
[2025-07-26 14:52:26] LOGC: Action = Hold, State = (0, 1, 0, 0, 4, 2, 0), Price = 6.75, Reward = 0.0000, Equity = 99998426.89
[2025-07-26 14:52:35] LVWR: Action = Hold, State = (4, 1, 0, 3, 1, 2, 0), Price = 4.07, Reward = 0.0000, Equity = 99998426.89
[2025-07-26 14:52:43] NWTN: Action = Buy, State = (1, 4, 4, 4, 4, 2, 0), Price = 1.85, Reward = 0.0000, Equity = 99998425.03
[2025-07-26 14:52:51] PMNT: Action = Buy, State = (2, 2, 2, 2, 2, 2, 0), Price = 0.71, Reward = 0.0000, Equity = 99998424.33
[2025-07-26 14:52:59] QVCGP: Action = Buy, State = (0, 1, 0, 0, 3, 2, 0), Price = 4.79, Reward = 0.0000, Equity = 99998419.54
[2025-07-26 14:53:07] ROLR: Action = Buy, State = (4, 2, 0, 4, 1, 2, 0), Price = 3.39, Reward = 0.0000, Equity = 99998416.15
[2025-07-26 14:53:15] RRGB: Action = Hold, State = (4, 3, 4, 0, 1, 2, 0), Price = 5.71, Reward = 0.0000, Equity = 99998416.15
[2025-07-26 14:53:23] SBET: Action = Hold, State = (0, 1, 0, 3, 2, 2, 0), Price = 47.55, Reward = 0.0000, Equity = 99998416.15
[2025-07-26 14:55:12] EOG: Action = Hold, State = (2, 2, 2, 2, 2, 2, 1), Price = 110.93, Reward = -0.0007, Equity = 99998416.15
[2025-07-26 14:55:20] EDUC: Action = Hold, State = (2, 2, 2, 2, 2, 2, 1), Price = 1.41, Reward = -0.0010, Equity = 99998416.15
[2025-07-26 14:55:28] ISRG: Action = Hold, State = (2, 2, 2, 2, 2, 2, 1), Price = 553.11, Reward = 0.0014, Equity = 99998416.15
[2025-07-26 14:55:36] HEI: Action = Hold, State = (4, 2, 0, 2, 2, 2, 1), Price = 299.78, Reward = -0.0003, Equity = 99998416.15
[2025-07-26 14:55:51] ROLR: Action = Hold, State = (4, 1, 0, 0, 1, 2, 1), Price = 3.25, Reward = 0.0200, Equity = 99998416.15
[2025-07-26 14:55:59] KIDZ: Action = Hold, State = (3, 4, 4, 4, 2, 2, 1), Price = 3.81, Reward = 0.0200, Equity = 99998416.15
[2025-07-26 14:56:08] NWTN: Action = Sell, State = (1, 3, 4, 0, 4, 2, 1), Price = 1.82, Reward = 0.0200, Equity = 99998417.97
[2025-07-26 14:56:16] CHGG: Action = Hold, State = (3, 4, 4, 0, 4, 2, 1), Price = 1.18, Reward = 0.0200, Equity = 99998417.97
[2025-07-26 14:56:25] ARTL: Action = Sell, State = (2, 2, 2, 2, 2, 2, 1), Price = 1.07, Reward = 0.0054, Equity = 99998419.04
[2025-07-26 14:56:35] PFG: Action = Hold, State = (2, 2, 2, 2, 2, 2, 1), Price = 76.95, Reward = 0.0010, Equity = 99998419.04
[2025-07-26 14:56:44] AGAE: Action = Hold, State = (1, 1, 0, 2, 1, 2, 1), Price = 2.51, Reward = 0.0200, Equity = 99998419.04
[2025-07-26 14:56:53] REGN: Action = Sell, State = (0, 2, 4, 1, 1, 2, 1), Price = 494.62, Reward = 0.0028, Equity = 99998913.66
[2025-07-26 14:57:02] ATLN: Action = Hold, State = (2, 2, 2, 2, 2, 2, 1), Price = 2.70, Reward = 0.0000, Equity = 99998913.66
[2025-07-26 14:57:10] PMNT: Action = Sell, State = (2, 2, 2, 2, 2, 2, 1), Price = 0.72, Reward = 0.0200, Equity = 99998914.37
[2025-07-26 14:57:20] QVCGP: Action = Sell, State = (0, 1, 0, 0, 2, 2, 1), Price = 4.64, Reward = 0.0200, Equity = 99998919.01
[2025-07-26 14:57:28] NMAX: Action = Hold, State = (0, 3, 4, 4, 2, 2, 1), Price = 19.42, Reward = 0.0047, Equity = 99998919.01
[2025-07-26 14:57:38] VRNA: Action = Hold, State = (2, 2, 2, 2, 2, 2, 1), Price = 84.05, Reward = 0.0151, Equity = 99998919.01
[2025-07-26 14:57:48] QGEN: Action = Buy, State = (3, 2, 0, 3, 2, 0, 0), Price = 44.92, Reward = 0.0000, Equity = 99998874.09
[2025-07-26 14:57:57] IBKR: Action = Buy, State = (0, 2, 4, 3, 2, 0, 0), Price = 207.88, Reward = 0.0000, Equity = 99998666.20
[2025-07-26 14:58:06] MULN: Action = Buy, State = (4, 4, 4, 1, 1, 1, 0), Price = 5.70, Reward = 0.0000, Equity = 99998660.51
[2025-07-26 14:58:15] NVCR: Action = Hold, State = (0, 1, 0, 4, 3, 0, 0), Price = 17.37, Reward = 0.0000, Equity = 99998660.51
[2025-07-26 14:58:24] ZLAB: Action = Buy, State = (2, 2, 2, 2, 2, 0, 0), Price = 30.86, Reward = 0.0000, Equity = 99998629.64
[2025-07-26 14:58:33] BLK: Action = Buy, State = (2, 2, 2, 2, 2, 2, 0), Price = 977.51, Reward = 0.0000, Equity = 99997652.13
[2025-07-26 14:59:08] CRWD: Action = Buy, State = (4, 3, 4, 3, 2, 2, 0), Price = 477.54, Reward = 0.0000, Equity = 99997174.59
[2025-07-26 14:59:17] ANL: Action = Buy, State = (2, 2, 2, 2, 2, 2, 0), Price = 1.81, Reward = 0.0000, Equity = 99997172.78
[2025-07-26 14:59:26] BGI: Action = Hold, State = (2, 2, 2, 2, 2, 2, 0), Price = 0.93, Reward = 0.0000, Equity = 99997172.78
[2025-07-26 15:01:15] MULN: Action = Hold, State = (4, 4, 4, 0, 1, 2, 1), Price = 5.58, Reward = 0.0200, Equity = 99997172.78
[2025-07-26 15:01:23] EDUC: Action = Hold, State = (2, 2, 2, 2, 2, 2, 1), Price = 1.41, Reward = 0.0000, Equity = 99997172.78
[2025-07-26 15:01:39] QGEN: Action = Sell, State = (3, 2, 0, 2, 4, 2, 1), Price = 44.90, Reward = 0.0200, Equity = 99997217.68
[2025-07-26 15:01:46] IBKR: Action = Sell, State = (0, 2, 4, 2, 3, 2, 1), Price = 208.26, Reward = 0.0200, Equity = 99997425.94
[2025-07-26 15:01:54] ATLN: Action = Sell, State = (2, 2, 2, 2, 2, 2, 1), Price = 2.52, Reward = -0.0200, Equity = 99997428.46
[2025-07-26 15:02:03] NMAX: Action = Hold, State = (0, 3, 4, 4, 4, 2, 1), Price = 19.75, Reward = 0.0099, Equity = 99997428.46
[2025-07-26 15:02:10] BLK: Action = Sell, State = (2, 2, 2, 2, 2, 2, 1), Price = 978.07, Reward = 0.0200, Equity = 99998406.53
[2025-07-26 15:02:18] ROLR: Action = Hold, State = (4, 1, 0, 1, 1, 2, 1), Price = 3.24, Reward = -0.0133, Equity = 99998406.53
[2025-07-26 15:02:26] KIDZ: Action = Hold, State = (3, 4, 4, 0, 3, 2, 1), Price = 3.69, Reward = 0.0040, Equity = 99998406.53
[2025-07-26 15:02:34] PFG: Action = Sell, State = (2, 2, 2, 2, 2, 2, 1), Price = 76.99, Reward = 0.0011, Equity = 99998483.52
[2025-07-26 15:02:42] ISRG: Action = Hold, State = (2, 2, 2, 2, 2, 2, 1), Price = 553.23, Reward = 0.0015, Equity = 99998483.52
[2025-07-26 15:02:50] EOG: Action = Hold, State = (2, 2, 2, 2, 2, 2, 1), Price = 111.35, Reward = 0.0004, Equity = 99998483.52
[2025-07-26 15:02:57] CHGG: Action = Hold, State = (3, 4, 4, 4, 3, 2, 1), Price = 1.20, Reward = 0.0000, Equity = 99998483.52
[2025-07-26 15:03:05] CRWD: Action = Sell, State = (4, 3, 4, 3, 3, 2, 1), Price = 479.17, Reward = 0.0200, Equity = 99998962.69
[2025-07-26 15:03:13] ANL: Action = Hold, State = (2, 2, 2, 2, 2, 2, 1), Price = 1.61, Reward = 0.0200, Equity = 99998962.69
[2025-07-26 15:03:21] HEI: Action = Hold, State = (4, 2, 0, 3, 4, 2, 1), Price = 300.65, Reward = 0.0006, Equity = 99998962.69
[2025-07-26 15:03:28] ZLAB: Action = Sell, State = (2, 2, 2, 2, 2, 2, 1), Price = 31.21, Reward = 0.0200, Equity = 99998993.90
[2025-07-26 15:03:36] AGAE: Action = Sell, State = (1, 1, 0, 4, 2, 2, 1), Price = 2.57, Reward = 0.0075, Equity = 99998996.47
[2025-07-26 15:03:44] VRNA: Action = Sell, State = (2, 2, 2, 2, 2, 2, 1), Price = 84.08, Reward = 0.0153, Equity = 99999080.55
[2025-07-26 15:03:52] MSAI: Action = Buy, State = (2, 2, 3, 4, 4, 2, 0), Price = 0.81, Reward = 0.0000, Equity = 99999079.74
[2025-07-26 15:04:00] META: Action = Buy, State = (4, 4, 4, 2, 4, 1, 0), Price = 671.31, Reward = 0.0000, Equity = 99998408.43
[2025-07-26 15:04:08] LWAY: Action = Buy, State = (2, 2, 2, 2, 2, 1, 0), Price = 23.86, Reward = 0.0000, Equity = 99998384.57
[2025-07-26 15:04:16] NWTN: Action = Hold, State = (2, 3, 4, 3, 2, 2, 0), Price = 1.83, Reward = 0.0000, Equity = 99998384.57
[2025-07-26 15:04:24] ARTL: Action = Hold, State = (2, 2, 2, 2, 2, 2, 0), Price = 1.10, Reward = 0.0000, Equity = 99998384.57
[2025-07-26 15:04:32] REGN: Action = Buy, State = (0, 2, 4, 0, 3, 2, 0), Price = 490.73, Reward = 0.0000, Equity = 99997893.84
[2025-07-26 15:04:40] PMNT: Action = Buy, State = (2, 2, 2, 2, 2, 2, 0), Price = 0.70, Reward = 0.0000, Equity = 99997893.14
[2025-07-26 15:04:48] QVCGP: Action = Buy, State = (0, 1, 0, 4, 2, 2, 0), Price = 4.83, Reward = 0.0000, Equity = 99997888.31
[2025-07-26 15:04:56] NVCR: Action = Buy, State = (0, 1, 0, 0, 4, 2, 0), Price = 17.04, Reward = 0.0000, Equity = 99997871.27
[2025-07-26 15:06:53] EOG: Action = Sell, State = (2, 2, 2, 2, 2, 2, 1), Price = 111.34, Reward = 0.0004, Equity = 99997982.61
[2025-07-26 15:07:01] ANL: Action = Sell, State = (2, 2, 2, 2, 2, 2, 1), Price = 1.46, Reward = -0.0580, Equity = 99997984.07
[2025-07-26 15:07:09] MULN: Action = Sell, State = (4, 4, 4, 2, 1, 2, 1), Price = 5.58, Reward = -0.0061, Equity = 99997989.65
[2025-07-26 15:07:16] EDUC: Action = Hold, State = (2, 2, 2, 2, 2, 2, 1), Price = 1.41, Reward = 0.0000, Equity = 99997989.65
[2025-07-26 15:07:25] ISRG: Action = Hold, State = (2, 2, 2, 2, 2, 2, 1), Price = 553.29, Reward = 0.0015, Equity = 99997989.65
[2025-07-26 15:07:33] HEI: Action = Sell, State = (4, 2, 0, 2, 2, 2, 1), Price = 300.12, Reward = 0.0000, Equity = 99998289.78
[2025-07-26 15:07:49] ROLR: Action = Sell, State = (4, 1, 0, 3, 1, 2, 1), Price = 3.25, Reward = -0.0124, Equity = 99998293.03
[2025-07-26 15:07:57] META: Action = Sell, State = (4, 4, 4, 3, 3, 2, 1), Price = 672.75, Reward = 0.0200, Equity = 99998965.78
[2025-07-26 15:08:05] KIDZ: Action = Sell, State = (4, 3, 4, 0, 1, 2, 1), Price = 3.54, Reward = -0.0083, Equity = 99998969.32
[2025-07-26 15:08:13] CHGG: Action = Sell, State = (3, 4, 4, 1, 1, 2, 1), Price = 1.19, Reward = -0.0013, Equity = 99998970.51
[2025-07-26 15:08:22] NVCR: Action = Hold, State = (0, 1, 0, 2, 2, 2, 1), Price = 17.04, Reward = 0.0000, Equity = 99998970.51
[2025-07-26 15:08:30] MSAI: Action = Sell, State = (2, 3, 4, 4, 1, 2, 1), Price = 0.85, Reward = 0.0200, Equity = 99998971.36
[2025-07-26 15:08:40] REGN: Action = Hold, State = (0, 2, 4, 1, 2, 2, 1), Price = 489.00, Reward = 0.0200, Equity = 99998971.36
[2025-07-26 15:08:54] PMNT: Action = Hold, State = (2, 2, 2, 2, 2, 2, 1), Price = 0.70, Reward = 0.0200, Equity = 99998971.36
[2025-07-26 15:09:04] LWAY: Action = Sell, State = (2, 2, 2, 2, 2, 2, 1), Price = 23.85, Reward = 0.0200, Equity = 99998995.21
[2025-07-26 15:09:13] QVCGP: Action = Hold, State = (0, 1, 0, 0, 1, 2, 1), Price = 4.68, Reward = 0.0200, Equity = 99998995.21
[2025-07-26 15:09:22] NMAX: Action = Sell, State = (0, 2, 4, 1, 1, 2, 1), Price = 19.70, Reward = 0.0091, Equity = 99999014.91
[2025-07-26 15:09:32] SNOW: Action = Buy, State = (4, 4, 4, 2, 1, 2, 0), Price = 210.25, Reward = 0.0000, Equity = 99998804.66
[2025-07-26 15:09:42] VRSN: Action = Hold, State = (2, 2, 2, 2, 2, 2, 0), Price = 275.56, Reward = 0.0000, Equity = 99998804.66
[2025-07-26 15:09:50] CRDO: Action = Buy, State = (0, 4, 4, 4, 4, 0, 0), Price = 70.09, Reward = 0.0000, Equity = 99998734.57
[2025-07-26 15:09:58] TRVI: Action = Hold, State = (2, 2, 0, 0, 1, 0, 0), Price = 6.11, Reward = 0.0000, Equity = 99998734.57
[2025-07-26 15:10:07] QGEN: Action = Buy, State = (3, 2, 0, 2, 2, 2, 0), Price = 44.90, Reward = 0.0000, Equity = 99998689.67
[2025-07-26 15:10:20] IBKR: Action = Buy, State = (0, 2, 4, 2, 1, 2, 0), Price = 208.20, Reward = 0.0000, Equity = 99998481.47
[2025-07-26 15:10:30] ATLN: Action = Buy, State = (2, 2, 2, 2, 2, 2, 0), Price = 2.51, Reward = 0.0000, Equity = 99998478.96
[2025-07-26 15:10:39] BLK: Action = Hold, State = (2, 2, 2, 2, 2, 2, 0), Price = 978.07, Reward = 0.0000, Equity = 99998478.96
[2025-07-26 15:10:47] PFG: Action = Hold, State = (2, 2, 2, 2, 2, 2, 0), Price = 76.97, Reward = 0.0000, Equity = 99998478.96
[2025-07-26 15:10:58] CRWD: Action = Buy, State = (4, 3, 4, 2, 2, 2, 0), Price = 479.74, Reward = 0.0000, Equity = 99997999.22
[2025-07-26 15:11:07] ZLAB: Action = Hold, State = (2, 2, 2, 2, 2, 2, 0), Price = 31.19, Reward = 0.0000, Equity = 99997999.22
[2025-07-26 15:11:15] AGAE: Action = Buy, State = (1, 1, 0, 0, 2, 2, 0), Price = 2.41, Reward = 0.0000, Equity = 99997996.81
[2025-07-26 15:13:05] CRWD: Action = Hold, State = (4, 3, 4, 2, 1, 2, 1), Price = 479.74, Reward = 0.0200, Equity = 99997996.81
[2025-07-26 15:13:14] SNOW: Action = Hold, State = (4, 4, 4, 2, 1, 2, 1), Price = 210.35, Reward = 0.0200, Equity = 99997996.81
[2025-07-26 15:13:22] EDUC: Action = Hold, State = (2, 2, 2, 2, 2, 2, 1), Price = 1.41, Reward = 0.0000, Equity = 99997996.81
[2025-07-26 15:13:30] ISRG: Action = Hold, State = (2, 2, 2, 2, 2, 2, 1), Price = 553.29, Reward = 0.0015, Equity = 99997996.81
[2025-07-26 15:13:39] NVCR: Action = Hold, State = (0, 1, 0, 4, 1, 2, 1), Price = 17.21, Reward = 0.0030, Equity = 99997996.81
[2025-07-26 15:13:55] QGEN: Action = Hold, State = (3, 2, 0, 2, 2, 2, 1), Price = 44.90, Reward = 0.0000, Equity = 99997996.81
[2025-07-26 15:14:05] CRDO: Action = Hold, State = (3, 4, 4, 0, 1, 2, 1), Price = 69.27, Reward = 0.0200, Equity = 99997996.81
[2025-07-26 15:14:13] IBKR: Action = Hold, State = (0, 2, 4, 2, 1, 2, 1), Price = 208.20, Reward = 0.0000, Equity = 99997996.81
[2025-07-26 15:14:21] AGAE: Action = Hold, State = (1, 1, 0, 0, 2, 2, 1), Price = 2.41, Reward = 0.0000, Equity = 99997996.81
[2025-07-26 15:14:29] REGN: Action = Sell, State = (0, 2, 4, 3, 1, 2, 1), Price = 491.50, Reward = 0.0005, Equity = 99998488.31
[2025-07-26 15:14:37] ATLN: Action = Hold, State = (2, 2, 2, 2, 2, 2, 1), Price = 2.51, Reward = 0.0000, Equity = 99998488.31
[2025-07-26 15:14:45] PMNT: Action = Sell, State = (2, 2, 2, 2, 2, 2, 1), Price = 0.70, Reward = -0.0000, Equity = 99998489.01
[2025-07-26 15:14:54] QVCGP: Action = Sell, State = (0, 1, 0, 4, 1, 2, 1), Price = 4.78, Reward = -0.0031, Equity = 99998493.79
[2025-07-26 15:15:02] PBA: Action = Buy, State = (2, 2, 2, 2, 2, 2, 0), Price = 37.96, Reward = 0.0000, Equity = 99998455.83
[2025-07-26 15:15:11] AMST: Action = Buy, State = (1, 2, 2, 0, 1, 2, 0), Price = 2.63, Reward = 0.0000, Equity = 99998453.20
[2025-07-26 15:15:19] CLEU: Action = Buy, State = (2, 2, 4, 0, 1, 2, 0), Price = 0.90, Reward = 0.0000, Equity = 99998452.30
[2025-07-26 15:15:27] ECDA: Action = Buy, State = (2, 2, 2, 0, 1, 2, 0), Price = 0.30, Reward = 0.0000, Equity = 99998452.00
[2025-07-26 15:15:35] FLYE: Action = Buy, State = (2, 2, 3, 0, 1, 2, 0), Price = 0.52, Reward = 0.0000, Equity = 99998451.48
[2025-07-26 15:15:44] GORV: Action = Hold, State = (2, 2, 2, 4, 1, 2, 0), Price = 0.27, Reward = 0.0000, Equity = 99998451.48
[2025-07-26 15:15:53] LVWR: Action = Hold, State = (3, 2, 0, 0, 1, 2, 0), Price = 3.85, Reward = 0.0000, Equity = 99998451.48
[2025-07-26 15:16:01] MMA: Action = Hold, State = (2, 2, 1, 0, 1, 2, 0), Price = 0.86, Reward = 0.0000, Equity = 99998451.48
[2025-07-26 15:16:09] NAAS: Action = Hold, State = (2, 2, 1, 4, 1, 2, 0), Price = 1.10, Reward = 0.0000, Equity = 99998451.48
[2025-07-26 15:16:18] NRDY: Action = Buy, State = (2, 3, 2, 4, 2, 2, 0), Price = 1.75, Reward = 0.0000, Equity = 99998449.73
[2025-07-26 15:16:26] QVCGA: Action = Buy, State = (2, 2, 2, 2, 2, 2, 0), Price = 3.70, Reward = 0.0000, Equity = 99998446.03
[2025-07-26 15:16:34] UHG: Action = Buy, State = (4, 4, 4, 4, 1, 2, 0), Price = 3.80, Reward = 0.0000, Equity = 99998442.23
[2025-07-26 15:16:42] ANL: Action = Buy, State = (2, 2, 2, 2, 2, 2, 0), Price = 1.46, Reward = 0.0000, Equity = 99998440.77
[2025-07-26 15:16:52] BDMD: Action = Buy, State = (2, 2, 2, 2, 2, 2, 0), Price = 4.10, Reward = 0.0000, Equity = 99998436.67
[2025-07-26 15:17:01] CLNN: Action = Buy, State = (4, 3, 4, 4, 1, 2, 0), Price = 4.46, Reward = 0.0000, Equity = 99998432.21
[2025-07-26 15:17:11] FGEN: Action = Hold, State = (2, 2, 2, 4, 1, 2, 0), Price = 0.30, Reward = 0.0000, Equity = 99998432.21
[2025-07-26 15:19:02] EDUC: Action = Hold, State = (2, 2, 2, 2, 2, 2, 1), Price = 1.41, Reward = 0.0000, Equity = 99998432.21
[2025-07-26 15:19:11] AMST: Action = Hold, State = (1, 2, 2, 0, 1, 2, 1), Price = 2.63, Reward = 0.0000, Equity = 99998432.21
[2025-07-26 15:19:28] QGEN: Action = Hold, State = (3, 2, 0, 2, 2, 2, 1), Price = 44.90, Reward = 0.0000, Equity = 99998432.21
[2025-07-26 15:19:36] IBKR: Action = Hold, State = (0, 2, 4, 2, 1, 2, 1), Price = 208.20, Reward = 0.0000, Equity = 99998432.21
[2025-07-26 15:19:44] ATLN: Action = Hold, State = (2, 2, 2, 2, 2, 2, 1), Price = 2.51, Reward = 0.0000, Equity = 99998432.21
[2025-07-26 15:19:53] FLYE: Action = Hold, State = (2, 2, 4, 4, 1, 2, 1), Price = 0.56, Reward = 0.0200, Equity = 99998432.21
[2025-07-26 15:20:02] CLNN: Action = Hold, State = (4, 3, 4, 2, 1, 2, 1), Price = 4.46, Reward = 0.0000, Equity = 99998432.21
[2025-07-26 15:20:10] SNOW: Action = Hold, State = (4, 4, 4, 2, 1, 2, 1), Price = 210.25, Reward = 0.0000, Equity = 99998432.21
[2025-07-26 15:20:18] UHG: Action = Hold, State = (4, 3, 4, 0, 1, 2, 1), Price = 3.70, Reward = 0.0200, Equity = 99998432.21
[2025-07-26 15:20:26] BDMD: Action = Hold, State = (2, 2, 2, 2, 2, 2, 1), Price = 4.10, Reward = 0.0000, Equity = 99998432.21
[2025-07-26 15:20:35] ISRG: Action = Sell, State = (2, 2, 2, 2, 2, 2, 1), Price = 553.29, Reward = 0.0015, Equity = 99998985.50
[2025-07-26 15:20:43] ECDA: Action = Hold, State = (2, 2, 1, 0, 1, 2, 1), Price = 0.29, Reward = 0.0200, Equity = 99998985.50
[2025-07-26 15:20:51] NVCR: Action = Hold, State = (0, 1, 0, 2, 1, 2, 1), Price = 17.20, Reward = 0.0028, Equity = 99998985.50
[2025-07-26 15:21:00] PBA: Action = Hold, State = (2, 2, 2, 2, 2, 2, 1), Price = 37.96, Reward = 0.0000, Equity = 99998985.50
[2025-07-26 15:21:08] NRDY: Action = Hold, State = (2, 3, 2, 4, 2, 2, 1), Price = 1.75, Reward = 0.0000, Equity = 99998985.50
[2025-07-26 15:21:16] CRDO: Action = Sell, State = (4, 4, 4, 4, 1, 2, 1), Price = 70.01, Reward = -0.0003, Equity = 99999055.51
[2025-07-26 15:21:24] CRWD: Action = Sell, State = (4, 3, 4, 2, 1, 2, 1), Price = 479.17, Reward = -0.0004, Equity = 99999534.68
[2025-07-26 15:21:33] CLEU: Action = Sell, State = (2, 2, 4, 0, 1, 2, 1), Price = 0.84, Reward = 0.0200, Equity = 99999535.52
[2025-07-26 15:21:41] ANL: Action = Hold, State = (2, 2, 2, 2, 2, 2, 1), Price = 1.46, Reward = 0.0000, Equity = 99999535.52
[2025-07-26 15:21:48] AGAE: Action = Sell, State = (1, 1, 0, 4, 1, 2, 1), Price = 2.43, Reward = 0.0025, Equity = 99999537.95
[2025-07-26 15:21:57] QVCGA: Action = Sell, State = (0, 0, 0, 0, 1, 2, 1), Price = 3.55, Reward = 0.0200, Equity = 99999541.50
[2025-07-26 15:22:06] BASE: Action = Buy, State = (2, 2, 2, 2, 2, 2, 0), Price = 18.01, Reward = 0.0000, Equity = 99999523.49
[2025-07-26 15:22:14] ZS: Action = Buy, State = (4, 4, 4, 2, 1, 2, 0), Price = 293.04, Reward = 0.0000, Equity = 99999230.45
[2025-07-26 15:22:22] MOH: Action = Buy, State = (2, 2, 2, 2, 2, 2, 0), Price = 297.35, Reward = 0.0000, Equity = 99998933.10
[2025-07-26 15:22:31] STLD: Action = Buy, State = (4, 1, 0, 2, 1, 2, 0), Price = 136.90, Reward = 0.0000, Equity = 99998796.20
